Category,Product Name,Product Link,Primary Image,Original Price,Sale Price,Description,Sizes,All Images
t-shirts,CROCODILE T-SHIRT,https://www.bluorng.com/products/crocodile-t-shirt,//bluorng.com/cdn/shop/files/DSC08071.jpg?v=1687339126&width=533,"RS. 3,995","RS. 3,995",CROCODILE ARTWORK AT THE BACK,"XXXS, XXS, XS, S, M, L, XL, XXL, XXXL","//bluorng.com/cdn/shop/files/DSC08071.jpg?v=1687339126&width=1946, //bluorng.com/cdn/shop/files/DSC08065.jpg?v=1687339126&width=1946, //bluorng.com/cdn/shop/files/Untitled_Artwork737.jpg?v=1687339126&width=1946, //bluorng.com/cdn/shop/files/Untitled_Artwork736.jpg?v=1687339126&width=1946, //bluorng.com/cdn/shop/files/Untitled_Artwork738.jpg?v=1687339126&width=1946, //bluorng.com/cdn/shop/files/DSC07995.jpg?v=1687339126&width=1946"
t-shirts,MINT MATERIALISTIC T-SHIRT,https://www.bluorng.com/products/mint-materialistic-t-shirt,//bluorng.com/cdn/shop/files/DSC0516586.jpg?v=1687338940&width=533,"RS. 3,995","RS. 3,995",MONEY OVER YOUR FEELINGS,"XXXS, XXS, XS, S, M, L, XL, XXL, XXXL","//bluorng.com/cdn/shop/files/DSC0516586.jpg?v=1687338940&width=1946, //bluorng.com/cdn/shop/files/DSC0516587.jpg?v=1687338939&width=1946, //bluorng.com/cdn/shop/files/DSC0516588.jpg?v=1687338939&width=1946, //bluorng.com/cdn/shop/files/DSC0516589.jpg?v=1687338940&width=1946, //bluorng.com/cdn/shop/files/DSC08183.jpg?v=1687338939&width=1946, //bluorng.com/cdn/shop/files/DSC08184.jpg?v=1687338940&width=1946, //bluorng.com/cdn/shop/files/DSC08189.jpg?v=1687338940&width=1946"
t-shirts,PEACH MATERIALISTIC T-SHIRT,https://www.bluorng.com/products/peach-materialistic-t-shirt,//bluorng.com/cdn/shop/files/Untitled_Artwork732.jpg?v=1687338892&width=533,"RS. 3,995","RS. 3,995",MONEY OVER YOUR FEELINGS,"XXXS, XXS, XS, S, M, L, XL, XXL, XXXL","//bluorng.com/cdn/shop/files/Untitled_Artwork732.jpg?v=1687338892&width=1946, //bluorng.com/cdn/shop/files/Untitled_Artwork733.jpg?v=1687338892&width=1946, //bluorng.com/cdn/shop/files/DSC08214.jpg?v=1687338892&width=1946, //bluorng.com/cdn/shop/files/Untitled_Artwork735.jpg?v=1687338892&width=1946, //bluorng.com/cdn/shop/files/Untitled_Artwork734.jpg?v=1687338892&width=1946, //bluorng.com/cdn/shop/files/DSC08232.jpg?v=1687338892&width=1946"
t-shirts,BURNT ORNG T SHIRT,https://www.bluorng.com/products/burnt-orng-t-shirt,//bluorng.com/cdn/shop/files/DSC0516580.jpg?v=1687169571&width=533,"RS. 4,495","RS. 4,495","It is 100% terry cotton, 230 gsm and screen printed. The fit is Bluorng’s signature oversized fit.","XXXS, XXS, XS, S, M, L, XL, XXL, XXXL","//bluorng.com/cdn/shop/files/DSC0516580.jpg?v=1687169571&width=1946, //bluorng.com/cdn/shop/files/DSC0516582.jpg?v=1687169571&width=1946, //bluorng.com/cdn/shop/files/DSC0516581.jpg?v=1687169571&width=1946, //bluorng.com/cdn/shop/files/DSC0516585.jpg?v=1687169563&width=1946, //bluorng.com/cdn/shop/files/DSC0516584.jpg?v=1687169564&width=1946"
t-shirts,CREAM HEARTS T-SHIRT,https://www.bluorng.com/products/cream-hearts-t-shirt,//bluorng.com/cdn/shop/files/DSC0516573.jpg?v=1686557934&width=533,"RS. 3,995","RS. 3,995","It is 100% terry cotton, 230 gsm and screen printed. The fit is Bluorng’s signature oversized fit.","XXXS, XXS, XS, S, M, L, XL, XXL, XXXL","//bluorng.com/cdn/shop/files/DSC0516573.jpg?v=1686557934&width=1946, //bluorng.com/cdn/shop/files/DSC0516575.jpg?v=1686557934&width=1946, //bluorng.com/cdn/shop/files/DSC0516574.jpg?v=1686557934&width=1946"
t-shirts,GREY HEARTS T-SHIRT,https://www.bluorng.com/products/grey-hearts-t-shirt,//bluorng.com/cdn/shop/files/DSC0516571.jpg?v=1686557854&width=533,"RS. 3,995","RS. 3,995","It is 100% terry cotton, 230 gsm and screen printed. The fit is Bluorng’s signature oversized fit.","XXXS, XXS, XS, S, M, L, XL, XXL, XXXL","//bluorng.com/cdn/shop/files/DSC0516571.jpg?v=1686557854&width=1946, //bluorng.com/cdn/shop/files/DSC0516570.jpg?v=1686557854&width=1946, //bluorng.com/cdn/shop/files/DSC0516572.jpg?v=1686557846&width=1946"
t-shirts,BLIND DROP 4,https://www.bluorng.com/products/blind-drop-4,//bluorng.com/cdn/shop/files/DSC0516569.jpg?v=1686300588&width=533,"RS. 4,495","RS. 4,495","SHIPPING BY 20/06. It is 100% terry cotton, 230 gsm and screen printed. The fit is Bluorng’s signature oversized fit. Please note that Exchanges are not permitted for this article.","XXXS, XXS, XS, S, M, L, XL, XXL, XXXL",//bluorng.com/cdn/shop/files/DSC0516569.jpg?v=1686300588&width=1946
t-shirts,BROWN SUNFLOWER T-SHIRT,https://www.bluorng.com/products/brown-sunflower-t-shirt,//bluorng.com/cdn/shop/files/DSC0516563.jpg?v=1685796931&width=533,"RS. 3,995","RS. 3,995","SHIPPING ON 10/06. It is 100% terry cotton, 230 gsm and screen printed. The fit is Bluorng’s signature oversized fit.","XXXS, XXS, XS, S, M, L, XL, XXL, XXXL","//bluorng.com/cdn/shop/files/DSC0516563.jpg?v=1685796931&width=1946, //bluorng.com/cdn/shop/files/DSC0516564.jpg?v=1685796931&width=1946, //bluorng.com/cdn/shop/files/DSC0516565.jpg?v=1685796931&width=1946"
t-shirts,WHITE SUNFLOWER T-SHIRT,https://www.bluorng.com/products/white-sunflower-t-shirt,//bluorng.com/cdn/shop/files/DSC0516561.jpg?v=1685797155&width=533,"RS. 3,995","RS. 3,995","SHIPPING ON 10/06. It is 100% terry cotton, 230 gsm and screen printed. The fit is Bluorng’s signature oversized fit","XXXS, XXS, XS, S, M, L, XL, XXL, XXXL","//bluorng.com/cdn/shop/files/DSC0516561.jpg?v=1685797155&width=1946, //bluorng.com/cdn/shop/files/DSC0516566.jpg?v=1685797155&width=1946, //bluorng.com/cdn/shop/files/DSC0516562.jpg?v=1685797155&width=1946"
t-shirts,GREEN FRNDS T-SHIRT,https://www.bluorng.com/products/green-frnds-t-shirt,//bluorng.com/cdn/shop/files/DSC0516557.jpg?v=1685796810&width=533,"RS. 3,995","RS. 3,995","SHIPPING ON 07/06. It is 100% terry cotton, 230 gsm and screen printed. The fit is Bluorng’s signature oversized","XXXS, XXS, XS, S, M, L, XL, XXL, XXXL","//bluorng.com/cdn/shop/files/DSC0516557.jpg?v=1685796810&width=1946, //bluorng.com/cdn/shop/files/DSC0516559.jpg?v=1685796810&width=1946, //bluorng.com/cdn/shop/files/DSC0516560.jpg?v=1685796810&width=1946, //bluorng.com/cdn/shop/files/DSC0516558.jpg?v=1685796808&width=1946, //bluorng.com/cdn/shop/files/DSC0516556.jpg?v=1685796805&width=1946"
